web-scraper-order,web-scraper-start-url,link,link-href,title,author,description,genres,isbn,location,cover,date
1613083601-2551,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture,https://www.goodreads.com/book/show/10146.The_Search,The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture,John Battelle,null,Computer Science,9781591840886,Mountain View,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442839930l/10146._SY475_.jpg,(first published 2005)
1613084338-3448,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,The Second Coming of Steve Jobs,https://www.goodreads.com/book/show/56545.The_Second_Coming_of_Steve_Jobs,The Second Coming of Steve Jobs,Alan Deutschman,null,Science,9780767904339,null,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388365742l/56545.jpg,(first published 2000)
1613083766-2732,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,The Silicon Valley Way: Discover 45 Secrets for Successful Start-Ups,https://www.goodreads.com/book/show/10847451-the-silicon-valley-way,The Silicon Valley Way: Discover 45 Secrets for Successful Start-Ups,Elton B. Sherwin Jr.,null,Business,null,null,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390800453l/10847451.jpg,(first published February 25th 1998)
1613084446-3528,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,The Soul of a New Machine,https://www.goodreads.com/book/show/7090.The_Soul_of_a_New_Machine,The Soul of a New Machine,Tracy Kidder,null,Computer Science,9780316491976,null,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441207522l/7090.jpg,(first published 1981)
1613084084-3133,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,The Wealth of Networks: How Social Production Transforms Markets and Freedom,https://www.goodreads.com/book/show/14721.The_Wealth_of_Networks,The Wealth of Networks: How Social Production Transforms Markets and Freedom,Yochai Benkler,null,Science,9780300110562,null,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388756111l/14721.jpg,(first published January 1st 2006)
1613084092-3141,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,The Wit and Wisdom of Steve Jobs,https://www.goodreads.com/book/show/12919862-the-wit-and-wisdom-of-steve-jobs,The Wit and Wisdom of Steve Jobs,Gennaro Salamone,null,Leadership,null,Cupertino,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328641742l/12919862.jpg,null
1613083874-2834,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,Weaving the Web: The Original Design and Ultimate Destiny of the World Wide Web,https://www.goodreads.com/book/show/821987.Weaving_the_Web,Weaving the Web: The Original Design and Ultimate Destiny of the World Wide Web,Tim Berners-Lee,null,Nonfiction,9780062515872,null,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348418521l/821987.jpg,(first published 1999)
1613084357-3478,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,What the Dormouse Said: How the Sixties Counterculture Shaped the Personal Computer Industry,https://www.goodreads.com/book/show/725789.What_the_Dormouse_Said,What the Dormouse Said: How the Sixties Counterculture Shaped the Personal Computer Industry,John Markoff,null,Science,9780143036760,null,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442903066l/725789._SY475_.jpg,(first published 2005)
1613084378-3495,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,What Would Google Do?,https://www.goodreads.com/book/show/5100525-what-would-google-do,What Would Google Do?,Jeff Jarvis,null,Business,9780061709715,Mountain View,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349060717l/5100525.jpg,null
1613084147-3214,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,Wired for War: The Robotics Revolution and Conflict in the Twenty-First Century,https://www.goodreads.com/book/show/6098718-wired-for-war,Wired for War: The Robotics Revolution and Conflict in the Twenty-First Century,P.W. Singer,null,Politics,9781594201981,null,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442810259l/6098718._SY475_.jpg,(first published 2009)
1613083966-2974,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead,https://www.goodreads.com/book/show/22875447-work-rules,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead,Laszlo Bock,null,Psychology,9781455554799,null,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420790922l/22875447.jpg,(first published January 1st 2015)
1613084242-3298,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,Bad Blood: Secrets and Lies in a Silicon Valley Startup,https://www.goodreads.com/book/show/37976541-bad-blood,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,null,Journalism,9781524731656,Palo Alto,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556268702l/37976541.jpg,null
1613084160-3231,https://www.goodreads.com/list/show/13430.Silicon_Valley_History,Microserfs,https://www.goodreads.com/book/show/2748.Microserfs,Microserfs,Douglas Coupland,null,Geek,9780060987046,"Redmond, Washington",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546099595l/2748.jpg,null
